index,tweet,tweettype
1701,@aidankerrpol I think you should do. Get the fashion police involved. #shocking,fear
1702,@OC_Transpo some weeks there are no problems but this week is unbelievable -- are you guys even running regular 12 buses? #awful #solate,fear
1703,@PatBlanchfield so you mean â€œlike Uber but for despair for someone other than the driver',fear
1704,The 'banter' from Craigen and Sutton on BT is fucking horrid,fear
1705,Still waiting to see if my @london2012track will make an appearance next week - two months today it was ordered  #badservice,fear
1706,if anyone spoils any of my fucking shows I will haunt you in the afterlife so help me god,fear
1707,Thank god the feds did not raise rates. Assume they are nervous about a world where 990 is the new employee  form  &amp; the safety net is zilch,fear
1708,@JasonBHampton it's Bowers. I went and drove it for a while this evening #horrible,fear
1709,You sure have a lot to say about something that doesn't even concern you ðŸ˜‰,fear
1710,I have another test tonight,fear
1711,"@aroseblush Hello !\nThe bigger the bully, the more crocodile tears. Bullies always act like offended victims.",fear
1712,@Avanquest i have unsubscribed 3 times from your spam emails still coming? STOP THE EMAILS #avanquest #software #terrible,fear
1713,The #500thTest match would have be a T20 or an ODI if @virendersehwag @B_McCullum42 been in their National Colors #nightmare #hitter  @BCCI,fear
1714,i was just talking about it last week .. how does your outside appearance (ie. dread locks) affect the ability you have to work?,fear
1715,Tomorrow is the day I cut and dye my hair! ðŸ˜³  #excited,fear
1716,No @Chrishilly1987 for MOS ðŸ˜¡  #shocking Leads from the front ðŸ’ªðŸ»,fear
1717,"Romero, Rojo, Blind, Memphis, Rooney. This is nearly a starting line up Iâ€™d wanna punch in the face rather than shake their hand.",fear
1718,dia bully me and ill expose you,fear
1719,Who likes #werewolves and #horror and #surfing? Because BREAKER over on @readstela has all that and MORE.,fear
1720,"@JedRivett @CharlesCassidy_  Jus see if you ever do anything you pussy , u don't scare me look who u chill with ðŸ˜‚ðŸ˜‚ðŸ˜‚",fear
1721,"@Policy_Exchange A plus point, she won't have to queue for the loos. Any more plus points? Nope, can't think of any  #sexism",fear
1722,I am in #shock and #awe and the places my #toddler manages to get his dinner.,fear
1723,This week's Massacre Theatre pert by @LarsenOnFilm is the first one I can think of that requires subtitles. #breathless,fear
1724,@deodevine6 i can't bully you and niall impossibleðŸ˜™,fear
1725,@BlairWitchMovie love new movie\n #BlairWitch #blairwitchproject  #HorrorMovies,fear
1726,"We, #Indians, can hold our heads up high and stay unafraid. The #UNGA is well-informed about #Pakistan's #terrorism business and deception.",fear
1727,An absolutely dire first half and I can't recall a shot on target. \n\nAgainst Accrington Stanley.,fear
1728,@leeuwlion 'The furries are restless tonight'.,fear
1729,@safety @Support \nHi ðŸŒ·\nWhy do you always suspend ISIS hunters\n \nðŸ‘‰@snafy2019\n\nKindly please reinstate our members\n*He fights terrorism d/n,fear
1730,"@Max_Kellerman  it also helps that the majority of NFL coaching is inept. Some of Bill O'Brien's play calling was wow, #awful! #GOPATS",fear
1731,It's really alarming when an adult male calls their father 'daddy',fear
1732,#monster is only a #monster if you view him through,fear
1733,@MidgetTamer @RAIDERS @52Mack_ Make him be a bully. Sit him in a room by himself and let him look at Debo all day.,fear
1734,@Avanquest i have unsubscribed 3 times from your spam emails still coming? STOP THE EMAILS #avanquest #software,fear
1735,Hey no turn over after a kick - way to go Texans!  Way to go!  #Texans #terrible #noheart,fear
1736,"In my room 101 would go  Russell Howard,Tom Odell,Michael Buble!!! #pants #nogood #dire",fear
1737,@SmileWhileYoDie @KiloSierraC @h0wabouthannah @Drops I'll be okay don't worry,fear
1738,".@SimonNRicketts if you don't know what a patronus is, I don't think we should have to tell you #shocking",fear
1739,"#Charlotte's #young &amp; #restless; I applaud ur fire bt always b respectful of authority, police, elders, parents. Violence, not the way ðŸ™ðŸ½âœŒðŸ½ï¸",fear
1740,"When a guy comes on the train that smells like a mixture of a damp dog, old sweat and sewage works!!!! #gross  #getoffthetrain #smelly",fear
1741,"my school photo is honestly horrid, i look so ewðŸ˜…",fear
1742,honestly all my friends do bnc i mean it and i am feeling #terrible hahaha,fear
1743,"@GucciShade @KellyannePolls @ABC So?  Who cares?  Who cares about tax forms, too.  I believe terrorism and jobs are what is important.",fear
1744,For the last 2 years the U.S. has been averaging about 4 terrorist attacks a month. Good debate topic. #Trump #Hillary,fear
1745,ot only was that the worst @EGX that's I've attended but worth one of the worst cons I've been to in the last 5 years,fear
1746,@BBCPolitics @BBCNews I'd rather leave my child with @BorisJohnson,fear
1747,Heard of panic! At the disco? How about Kach-ing! at the ATM,fear
1748,Can we start a 'get Chris Sutton off our tv campaign? Spread the work #terrible #pundit #noclue,fear
1749,"@NFYFC @Wilkster_ hmm, don't know many yf  who are short on confidence! Wish I'd been one,",fear
1750,So is texting a guy 'I'm ready for sex now' considered flirting?' #shocking,fear
1751,#GADOT please put a left turn signal at Williams and Ivan Allen Jr Blvd. This is absolutely ridiculous #ATLtraffic,fear
1752,"@sandym709  regardless, lets say he has a permit. The permit doesn't excuse or allow him to threaten an officer(expressed or implied)w/ it.",fear
1753,If you really care like you state @flyfrontier @FrontierCare then I would seriously address sensitivity training to your employees #awful,fear
1754,@united horrible service. EWR. Not a cloud in the sky. Normal departure at 10am now leaving at 5pm. Crappy #UnitedAirlines,fear
1755,â€œ My courage always rises at every attempt to intimidate me.â€\n-Elizabeth Bennett (Pride and Prejudice)\n#Quotes #Courage #FaceYourFears,fear
1756,For the last 2 years the U.S. has been averaging about 4 terrorist attacks a month. Good debate topic. #Trump #Hillary #terror,fear
1757,Hennessey - dreadful. Mutch - is he even on the pitch? Fryers - out of his depth unfortunately. #CPFC,fear
1758,Nawaz Sharif's UN should start #à¤¸à¤¤à¥à¤¯_à¤¬à¥‹à¤§_à¤¯à¤¾à¤¤à¥à¤°à¤¾ as after all his #UNGA speech has awaken the world about their role in sponsoring,fear
1759,@katiewhiskey_ @bradnarok candy corn is the greatest candy in the world when it comes to being objectively terrible,fear
1760,"Let's not panic. Beat NYG who's atop the division, come home against Cleveland. Just like that you're 2-2 with a division win",fear
1761,my alarm clock was ringing this morning n my flatmate knocked on my door and asked if i set anything on fire or if i'm burning alive :) :):),fear
1762,"@GlobeChadFinn Sadly, not enough names.  The whole farewell tour situation would make me shy away from good value b et.",fear
1763,#goksfillyourhouseforfree should be retitled fill your house with old trash repainted ... #shocking #junk #trash,fear
1764,"$100 says Teufel is 'reassigned' within the organization before next year, but I wish it was sooner... #Mets #thirdbasecoach #terrible #lgm",fear
1765,It's 5:55am. I'm hungry but there is no food.,fear
1766,@hm_custserv #awful service at your Camden store yesterday. Assistants thought it more important to put clothes on hangers than serve.,fear
1767,@EurekaForbes U got to b kidding me. Anu from your firm responded  when I sent the contact details.  #customerexperience,fear
1768,@metrotrains why is there no disabled access at pontefract monkhill?,fear
1769,You have a #problem? Yes! Can you do #something about it? No! Than why,fear
1770,We Are Source!!\n\n#mindset #philosophy #thoughtsbecomethings #news #lifehacks #fear #you #LIFE #PleaseRT #ProblemSolving,fear
1771,@Cinestrong something a cyber bully would say,fear
1772,@rkuuleiq Fear is best/beast product of God/s. :) #aTheism #theism #biBle #afraid #christianity #hell #heaven #purgatory #psychology #jesus,fear
1773,I can never find the exact #emoji that I'm after at the exact moment that I need it,fear
1774,STAY JADED everyone is #terrible,fear
1775,My mind always seems to work its best at night #restless,fear
1776,"@mdthib This is so lovely! Or I am frightened, not sure which! But, wow!",fear
1777,@SueWallace78 peanut butter???? You some kinda pervert??,fear
1778,"Don't forget 2 test yr #smoke #alarm, #carbon #monoxide #detector #batteries. It could save your #life. ðŸˆðŸ© #Lovinleeds",fear
1779,courage the cowardly dog is like american horror story for kids,fear
1780,@Lillie_Billy don't worry me and my mans @JJB1Owens gave him a piece of our mind,fear
1781,"$100 says Teufel is 'reassigned' within the organization before next year, but I wish it was sooner... #Mets #thirdbasecoach  #lgm",fear
1782,@MiSSLiNDZO no. ðŸ˜­ the last two we were out-bidded. So we got kinda discouraged so now we are taking our sweet time. The market is stupid tho,fear
1783,We're very busy #coding a whole network manager for #unity3d based on #steamworks networking. #gamedev #indiedev #3amDeadTime #horror #game,fear
1784,@ChrisWarcraft The concept that a gay magazine feels like it has to cover terrible people -because theyâ€™re gay voices- seems all upside down,fear
1785,... in the same speech.  However he did mention foreign hand and funding in terrorism in the country. ðŸ‘\n#ProudOfYouPrimeMinister,fear
1786,#Partners are willing to #walk alongside you without being #intimidated by you. #WhoIsIT #Part2 #RelationShift #CLifeMacon,fear
1787,Mary astounded there at the concept of having leftover milk at the end of your cereal #GBBO,fear
1788,@smb_ryan @Kamper10 I couldn't care less about #GOTHAM. I haven't watched it since the mid point of season 1. #horrible,fear
1789,#nobody #understand what #advocate mean if you do then use it #right #never be #afraid so #positive word is. I can that is #POWERFUL,fear
1790,Watched tna for the first time in a long time what the hell happened to the #hardyboys #impactonpop #wwe #terrible,fear
1791,@carlybigelow13 first you take the room now you wanna beat me up,fear
1792,The irony in that last is that Republicans - more likely to watch Fox News - distrust the news media more. Yet they can't see Fox's lies!,fear
1793,"And there you go. After that wild start, wouldn't be surprised at all if Sweden wins this game. Too much experience there to panic.",fear
1794,"The more videos @PanicAtTheDisco  post, the more i am convinced i might should not have done that  #Brendonati",fear
1795,"For a team as big as Bayern and the they like to play football, their pitch is fucking dreadful. Certainly no Emirates pitch anyway.",fear
1796,Starting not to give a fuck and stopped fearing the consequence,fear
1797,"@davidpreece12 @FitbaHacks Great defender, terrible positioning. Didn't know where he should be without Russel shouting at him for 90 mins",fear
1798,@russian906 @kingerpag @dannewton1978 Of have a suspicion it was @lct1975 you know!!,fear
1799,@Gotham3 ~ Crushes are for kids! Just like trix. \rHow bout some full blown up Love that makes you quiver deep down into your core? Y E S *=*,fear
1800,"Big up @dj_argue, did I miss phantom dread syndrome by @GenesisElijah? dudes sick.",fear
1801,Check out @VovimPrgel - From Scotland #gamer #YouTuber #vlogger #designer #animator #artist. TY for following The Wake #horror #horrorfilm,fear
1802,"@ManUnitedWriter He has had a dreadful first half, not to mention rashford would've got on the end of a couple of those through balls #pace",fear
1803,Forgot to plug the phone in overnight,fear
1804,Follow this amazing Australian author @KristyBerridge #fiction #horror #zombies #angels #demons #vampires #werewolves #follow #authorlove,fear
1805,"What do Aquila, Ajahnae, and Euriechsa have in common besides ridiculously stupid,horrible,ugly, God awful names? Tracey IS NOT their father",fear
1806,"I like the commercial where @kohara19, on a chocolate milk bender, steals a soccer ball from some guys and refuses to give it back. #bully",fear
1807,"@DeionSandersJr @DeionSanders so bad...Slash prices or send them to refugee camps, like team gear after they lose championships. #awful",fear
1808,#goksfillyourhouseforfree should be retitled fill your house with old trash repainted ...  #junk #trash,fear
1809,"@Meruna_  as a musician, I can tell you that more people get discouraged when learning because of shitty instruments than anything else.",fear
1810,@BossUpJaee but your pussy was weak from what I heard so stfu up to me bitch . You got to threaten him that your pregnant .,fear
1811,@MS_Hiddle_Batch no the flavour of Danish is far better but Danish pastry can be daunting to make!,fear
1812,"@Policy_Exchange A plus point, she won't have to queue for the loos. Any more plus points? Nope, can't think of any #shocking #sexism",fear
1813,Halloween party coming soon! #turnt #ruinT #lit #firesauce #hotsauce #mildsauce #getsauced #champagnedreams #scary  #kittens,fear
1814,@dc_mma @ChampionsFight think shes afraid to fight Holly. One can only imagine what goes through her head when she thinks of Cyborg #terror,fear
1815,@BigLepley @angela31694996 @TheIndigoArrow Want to start a biker gang together when the GTA Online Biker DLC comes out?,fear
1816,The kid at the pool yelling is about to get a foot up his ass. #shutup #parents #kids,fear
1817,It's never the end / When the moment is dire. / A small spark of hope / Can relight a new fire.,fear
1818,I hate Bakewell tart â€¦ anything that tastes of almond essence is just horrid! #GBBO,fear
1819,@ImJim_YoureNot  cyber bully,fear
1820,I have no #alarm preset #life will #wakemeup,fear
1821,"@vInZzzY we regret the inconvenience caused. We have noted your concern. We will get in touch with you soon to discuss. Rgds, Abhijit",fear
1822,"@Berbaqueue @_indubioproreo shocking work ethic by our players, Rooney stifled by their laziness",fear
1823,"@residentadvisor thanks for getting back to me, exemplary customer service for a loyal customer #jk #awful #residentadvisor #poorservice",fear
1824,"@TheYoungEvans_ 'Kylie, you know me. I won't take no for answer for this kind of things...' *he would smirk and start on the crust.*",fear
1825,@Nxrthstxr I think it's the daunting fact of the typical offer being those grades. Even though it's been proven not to be the case exactly,fear
1826,"A liar an a bully for president? They say every vote matter , well  I'm sorry you'll not get my vote until the year 2020",fear
1827,Good start to the day I forgot to set my #alarm just as well it's #Friday ðŸ˜†,fear
1828,"It's simple I get after two shots of espresso 'Grande, decaf, 130 degrees soy americano with extra foam' #barista #nightmare",fear
1829,@sjgreer24 @cciedotnyc @Buttockus @ChrisCJackson @Bayonethics Have you read the OT and Pauline Epistles? They have countless horrid rules,fear
1830,"@jody_paterson So I worry about emphasis on 'keeping family together' as a guiding principle, due to my own experiences",fear
1831,"339:709 A local habitation and a name.\nSuch tricks hath strong imagination,\nThat, if it would but apprehend some joy,\n#AMNDBots",fear
1832,@isthismike_p that nigga is horrible bro,fear
1833,"Was going to get a new #horror movie #tattoo tonight, but my artist flaked out on me for the 3rd time &amp; said he was done tattooing!",fear
1834,Did you know I specialise in #anxiety  and #panic attacks? Get in touch for all of my solutions for you. #Coventry,fear
1835,@thebully10 does being a #bully make u feel like a #bigman? Cos it makes u a #twat,fear
1836,Not sure that men can handle a woman that's got her crap together. #intimidation #independent,fear
1837,We hesitate to #live our #dream because of some unknown #fear which actually does not exist.' #AqeelSyed\n\n#LifeisBeautiful #LiveWithPurpose,fear
1838,Step out of your comfort zone. \nGo for risks.\nFace things you fear. \n\nThis is when life starts to happen.\n\n#cpd,fear
1839,"@RoWillFindYou Eric couldn't help but laugh, though that made him wince in pain. It hurt. A lot. He just wanted to sit down somewhere â€”",fear
1840,If Monday had a face I would punch it #monday  #face #punch #fight #joke #like #firstworldproblems #need #coffee #asap #follow,fear
1841,@Cory_Bonini AP didn't have a productive week 1 or 1st half against GB and Kalil is horrible! @Vikings D is its strongest asset currently.,fear
1842,Wish I was a kid again. The only stressful part was whether Gabriella and Troy would get back together or not. #hsm2 #nightmare,fear
1843,"Don't think I'll hesitate to run you over. Last time I checked, I still had 'Accident Forgiveness' on my insurance policy...",fear
1844,"Fear blocks blessings, faith unlocks them. #ManUp #fear #faith",fear
1845,"After a nervous couple of days test results now confirm my life will be no different whatsoever as the result of two actors divorcing, phew!",fear
1846,"How is that in 2016, a 757 airplane does not have WiFi...ridiculous.#AmericanAirlines #americanairlinessucks #AATeam #horrible",fear
1847,GUY was such a video I'm shaking @ladygaga,fear
1848,Got to be up in 4 hours to go back to work #cantsleep #excited,fear
1849,@danielleelowell awe man I'm mad I'm sitting here already cutting tulle and ribbon already ðŸ˜‚,fear
1850,The most important characteristic of leadership is the lack of . #activism #equity #revolution,fear
1851,"Texans played horrible.  Bad play calling, bad protection of the ball, bad coaching, bad defense, bad overall performance. #Texans",fear
1852,"Transform your hardship(s) into a burning #desire to succeed. Never #fear #failure, without it there would be no #success. $SPX #FinTech",fear
1853,Crossword puzzle is oat meals solitary respecting the flat out portentous nutrient rootstock re scruple failur...,fear
1854,"The radio just told me Lady GaGa is going country, which is like if the Beatles decided to do opera singing for their final albums #awful",fear
1855,@StephenKing\n\nStephen King never once spoke out about how the Left crushes #FreeSpeech in publishing world.\n\n #Trump  #scifi #ccot #p2,fear
1856,".@Tolumanda love it! so true. As @Deedeey_ taught me, fear can be an illusion. #coaching  #courage",fear
1857,New play through tonight! Pretty much a blind run. Only played the game once and maybe got 2 levels it. #Rage,fear
1858,The kid at the pool yelling is about to get a foot up his ass. #shutup #parents #kids #horrible,fear
1859,How had Matty Dawson not scored there!!!!! #terrible,fear
1860,@TJ_FASHO lmao clown my own hair I'm going to dread lmao,fear
1861,I saw someone discourage someone from following their dreams. Just because you want to live in mediocrity doesn't mean someone else should.,fear
1862,@SueWallace78 peanut butter???? You some kinda pervert?? #awful,fear
1863,Rojo is a terrible defender,fear
1864,This maybe a new start but it will always be align with the end.  #forward,fear
1865,"@CBSThisMorning @newsgirl123456 again, profiling DOESN'T discourage (September 20, 2016; 18:41 EDT)  #TRUMP #FAIL",fear
1866,"There's always that one song which makes you turn of the radio, as you'd rather sit in silence ðŸ˜¡",fear
1867,@clairepilkingt2 oh god no that's awful mine don't last that long thank god. Thank you\n Xx,fear
1868,Why is it when you nap during the day you are so comfortable but sleeping at night you'll never be as comfortable,fear
1869,Season 3 of penny dreadful is on Netflix...well my afternoon is filled,fear
1870,@BlairWitchMovie love new movie\n#BlairWitch #blairwitchproject #horror #HorrorMovies,fear
1871,@EE your a joke I pay for data when I'm in Spain and you then text and say I've used up all my data #terrible service,fear
1872,Today has dragged on,fear
1873,Fosu-Mensa is having a nightmare 15 minutes. Difference between Premier League reserves and League 1 is still wide,fear
1874,I really hate Mel and Sue. They think they're hilarious and they're just awful,fear
1875,"@DeionSandersJr @DeionSanders so bad...Slash prices or send them to refugee camps, like team gear after they lose championships.",fear
1876,@zavvi @zavvihelp only offering 6 moth warranty #ps4pro  #truth #ripoff,fear
1877,@Gibberman10 @ScottHoward42 any of y'all remember when MLB tried a futuristic jersey those were all #terrible,fear
1878,@UCSMindfulness thank u so much! we just finished another #mindfulness film called #release about #anxiety - plz share!,fear
1879,@TheDuranSite Russian mistrust of the U.S is well justified &amp; the precaution they've taken are very prudent.,fear
1880,@NandosSA just received order from @OrderInSA &amp; the chips are under cooked &amp; half raw!!! Usually best part of the meal #notcool #terrible,fear
1881,@rkuuleiq Fear is best/beast product of God/s. :) #aTheism #theism #biBle  #christianity #hell #heaven #purgatory #psychology #jesus,fear
1882,@SteveBryantArt I was pretty sure it was a Golden Ticket. Get a tour. Make a mistake. Something horrific will happen to you. Good day sir.,fear
1883,#picoftheday : How...why... Really... !!\n    #funny #picoftheday #lol #random #laugh #chair #of #despair #funnypics  #virgin #cafe #i...,fear
1884,I just want to say: social media isnâ€™t here to #bully that has to be #stopbullying ! Please be kind to eaxh other! #lovewins,fear
1885,Don't let the behavior of others destroy ur inner peace.' -Dalai Lama @OWNTV #healing #depression #anxiety #intuition #meditation #book,fear
1886,How had Matty Dawson not scored there!!!!!,fear
1887,"Fuck being shy, I'm trying to be up in them thighs.",fear
1888,If you really care like you state @flyfrontier @FrontierCare then I would seriously address sensitivity training to your employees,fear
1889,@BartholomewD It's -terrible-! We're going to the local fish/chip place in Kirribilli,fear
1890,Just want Saturday to be over but then again I want to do good #LSAT,fear
1891,Let's refuse to live in #fear -  #c$%t,fear
1892,I've used Dey Know as my alarm clock song throughout college #RIPShawtyLo,fear
1893,"When I walk in darkness of despondency, Sc.verses I've memorized shine a light in my heart. Ex: Lam 3:22-25 #despondency",fear
1894,When someone tells you they're going to 'tear you apart' and all they have to say is 'why are you so tall?',fear
1895,My fav #movies are #horror but they don't make them like they used too. Haven't seen a great one in years,fear
1896,"Aberdeen st Johnstone, let's see who can punt it the furthest #awful",fear
1897,"thank you for your concern, computer, but my last name isn't misspelled, it's just weird",fear
1898,@realDonaldTrump @KellyannePolls New campaign slogan idea...'I know you are but what am I?'  #Trump2016 #yourefired #deflect,fear
1899,We're very busy #coding a whole network manager for #unity3d based on #steamworks networking. #gamedev #indiedev #3amDeadTime  #game,fear
1900,".@Tolumanda love it! so true. As @Deedeey_ taught me, fear can be an illusion. #coaching #fear #courage",fear
1901,@UndeadLayne @Lauren_Southern all the bully,fear
1902,Oh I get i see it's #TexasTech playing tonight not the #Texans #TNF #texansarebad #terrible,fear
1903,Now ...what to do for the next hour while waiting for #OurGirl to start @BBCOne ?!,fear
1904,@stevie7t Why does talksport sound like it's being broadcasted from someone's basement  #quality #amateurs,fear
1905,"@iSmashFizzle that's me all the time. I carry ginger candy, peppermint oil and sea-bands at all times",fear
1906,"@CestLouLeLoup okay, not dead, but if I were, I'd come back to lovingly haunt your sweet asses",fear
1907,@BBHOH #terrible Paul so deserved that win!!! #bbfail,fear
1908,"@ltsukis im love you, even if you bully me sadly",fear
1909,@alicemazzy he was more partisan on social issues a few years back; now he just concern trolls the center left as Chait does the far left,fear
1910,Anyyyyone wanna go to fright fest with me on Friday night? ðŸ‘»,fear
1911,"@DSDambuster just finally started #homefronttherevolution, what did you all do the story and gameplay???  #wasteofmoney",fear
1912,Jeans with fake pockets #horrible,fear
1913,"@GroundSwellCLE @ClevelandCNBC @KingJames @mavcarter @SpringHillEnt @boughb #revitalize #ClevelandHustles #daunting task, #hustle",fear
1914,"@CursedRoyal I chuckle and shake my head, 'No that didn't bug me too much. I was still going to ask you but there's a lot you still don't--",fear
1915,@Mickeyplyler @QualkTalk the refs are in GT's favor tonight.,fear
1916,I have a job interview with @BarclaysUK in Loughborough next month !!!,fear
1917,The most important characteristic of leadership is the lack of #fear.  #activism #equity #revolution,fear
1918,Can we start a 'get Chris Sutton off our tv campaign? Spread the work  #pundit #noclue,fear
1919,"@_stardust_3 unless your concern is people figuring out who you are for wtvr reason, I don't see why you shouldn't tweet about other things",fear
1920,Getting terrible download speeds for fifa smh.,fear
1921,One more step in long work #visa process is over. Relief. Onto next step. #expat,fear
1922,You don't know what to expect by Brendon's video lmao LA devotee video got me shook,fear
1923,Are there any #horror sites that would be interested in my writing a guest article/review? Been really craving a literary outlet lately.,fear
1924,yesterday i finished watching penny dreadful and from all the beautiful things i saw one question remains: were the writers HIM's fans?,fear
1925,Ready for my sweet princess to arrive. I'll he 37 weeks this Saturday! #excited #nervous,fear
1926,"2,034 words today #amwriting #horror #novel 42,080 'Magnitude' total so far. 25Kish to go.",fear
1927,Overtime... #TeamNA #WCH2016,fear
1928,@ManUtd it was a terrible Freekick...,fear
1929,@moore_oliver it's funny how they can be in such a hurry but have plenty of time to stop and threaten people,fear
1930,How I Murdered Your Mother #SpookyTv,fear
1931,@Jchawes What is your favorite #horror movie? #ghosthunters,fear
1932,It's not #dread. It's called #Locks,fear
1933,@aIakazamjackass been better. It's really stupid don't worry,fear
1934,@NandosSA just received order from @OrderInSA &amp; the chips are under cooked &amp; half raw!!! Usually best part of the meal #notcool,fear
1935,"@TheMoosesAngel He looks down at his brother, a smile forming on his face. 'What? People fearing me?'",fear
1936,the ending of how I met your mother is dreadful,fear
1937,"Sir, my concern is not whether God is on our side; my greatest concern is to be on God's side, for God is always right.' - Abraham Lincoln",fear
1938,Hahahah what a horrific penalty from bayer. 5 feet wide. Jesus,fear
1939,"I polished my nails, but can't find the polish remover. It look like a 3yr old polished my nails lol #horrible",fear
1940,I lost my blinders ....,fear
1941,It's not going to break you it's just going to shake you,fear
1942,@Joey7Barton I remember Joey slagging England player's off bringing out books after crap tournaments..same same..crap player,fear
1943,@MichaelSalfino It still destroys Fear The Walking Dead. That show is horrible,fear
1944,"#bestadvice from a #movienight, pickup the #phone &amp; #start dialing, no1 will knw a #startups #product #service if thy dnt tell the #world",fear
1945,On the other side of fear lies freedom! - JB Glossinger #quote,fear
1946,Howl at the moon with @HorrorSociety at @FatCatChicago next Wednesday the 28th for a FREE double feature of SILVER BULLET and CURSED,fear
1947,@lindseylouwho_ be nice if the Texans could hold onto the ball to give fuller and Hopkins a chance!!! #awful #TNF,fear
1948,"As much as I want a normal little life.. It wouldn't suit me, I'd get restless, I need to just do what I want at all times to be happy ðŸ˜Š",fear
1949,Huns are like a box of coffee revels #horrible,fear
1950,A shy failure is nobler than an immodest success.,fear
1951,@mr_HAAAAN wow inadvertently horrible puns is definitely my thing,fear
1952,I really wanna go to fright fest ðŸ˜©,fear
1953,This has #turned out #better then I expected admitting you tried to #intimidate ðŸ˜‚ðŸ˜‚ #cantstoplaughing I really can't and it's in #spokeword,fear
1954,#aliens #zombie #gore #slash #ghost #sith #horror I love it all. ðŸ”ª,fear
1955,Just want to be a dad so i can play kick the baby with my little one #southpark #mellogang #ghastly #edm #plur #dad #djlife #dj #producer,fear
1956,"O you who have believed, fear Allah and believe in His Messenger; He will [then] give you a double portion of His mercy...' (Quran 57:28)",fear
1957,Drop every fear...,fear
1958,"@RealMichaelKay Annoys me to about the Ortiz tribute too, how would the Oriole fans and organization feel if Yanks did that to them?",fear
1959,That free kick from Rooney was awful,fear
1960,today has been terrible but tonight will end better because I get to see Malik â¤ï¸,fear
1961,"Wazza blocks Carrick's shot and then misses a sitter that Memphis, who was ready beside him, surely wouldve buried. Good start lol #MUFC",fear
1962,Howl at the moon with @HorrorSociety at @FatCatChicago next Wednesday the 28th for a FREE double feature of SILVER BULLET and CURSED #horror,fear
1963,ACT 4 #anxiety &amp; #depression group. @livingwellihc beginning Mon October 17 for 6 weeks. Contact me to register now! #mindfulness #Halifax,fear
1964,Shoutout to @VZWSupport for ruining my iPhone 7 order!!,fear
1965,Confiaejce comes not from always being right but from not fearing to be wrong.-Peter T. Mcintyre,fear
1966,"Wee cunts playing chappy in my street, got my shoes on so I can chase and scare the fuck out of them",fear
1967,Unruly kids at 8am in the morning #nothanks ripping the flower beds up by the roots while their parents watch,fear
1968,"Anytime @perezed gets near a mic, someone needs to smack him w a bat. @BBTN  #marblesinmouth",fear
1969,@LmRyle @tomcolicchio @realDonaldTrump @HillaryClinton @ajjaffe I understand your concerns but look at her foundation contributions,fear
1970,@AOLUK @JamesHayr @TheDrum Anychance of addressing the communication I sent to you yesterday??? I still haven't had any contact,fear
1971,@KateyKeegan now I'm really excited for November! Hope they're not all horrid chavs though ðŸ˜…,fear
1972,Omg he kissed herðŸ™ˆ #shy #w,fear
1973,"@falklands_utd @mauriciomacri \nbecause distrust in life , Argentina has a lot of heart and this President is worth every vote.",fear
1974,"@Just_Alasia I agree. Btw, have u seen Ep22, Granger, O?  That was the episode when I knew Anna was coming back, the conversation at start.",fear
1975,#Trends thread;'P)..it was in my #drafts&amp;now #posted 2 mins after my #birthday..so #close:'O!:''/...but anyway it #really was the #start of,fear
1976,Look at this #massiah of #youngleader\n#Pakistan #massiah of,fear
1977,You make me breathless.,fear
1978,To com sede de milk shake,fear
1979,Halloween party coming soon! #turnt #ruinT #lit #firesauce #hotsauce #mildsauce #getsauced #champagnedreams #scary #haunt #kittens,fear
1980,@Mickeyplyler @QualkTalk the refs are in GT's favor tonight. #terrible,fear
1981,@Rocks_n_Ropes Can't believe how rude your cashier was today when I was returning an item!  Your customer service is slacking. #terrible,fear
1982,@Wild_Lucario_ *chuckles* did I scare you?,fear
1983,@GreensACT @ShaneRattenbury @carolinelec what about #publictransport to &amp; from #CanberraAirport. Most cities have. Mr Barr very #coy on.,fear
1984,@eugenelaverty @WorldSBK all the best Moto GP is loosing a very talented rider,fear
1985,@BBHOH #terrible Paul so deserved that win!!! #movie #ChildrenOfMen.\n\n#cages  #refugees,fear
1986,@LFC What an awful team,fear
1987,@TiganVarcolac &lt; feel this precious pleasure. 'Harder..' He whispered almost breathless and his index finger stroked along his waistband &gt;,fear
1988,@WunderlistHelp are you guys still down? When can we go up?,fear
1989,I remember when Rooney wanted to leave United and the fans threaten to kill the man and bare junk... wanna regretting that now? ðŸ˜‚ðŸ˜‚,fear
1990,"Walk right through them! See way past them, and don't even hesitate running them over.",fear
1991,Check out @VovimPrgel - From Scotland #gamer #YouTuber #vlogger #designer #animator #artist. TY for following The Wake  #horrorfilm,fear
1992,#smackdev #ptp #start word,fear
1993,ever afraid to start over,fear
1994,@Netflix_ME penny dreadful season 3?,fear
1995,STAY JADED everyone is,fear
1996,oh yay old scientist builds himself a robot assistant and makes it look like a hot naked woman nothing alarming here,fear
1997,No red card for Gordon there? The ref must be a Celtic fan as that was a shocking challenge.,fear
1998,"@humeraslam @MehrTarar @sherryrehman , yes, already he spoke so many lies with timid body language. Baluchistan could have been his own trap",fear
1999,@BBCTomEnglish @TimesSport And the dreadful Franglaise.,fear
2000,@smb_ryan @Kamper10 I couldn't care less about #GOTHAM. I haven't watched it since the mid point of season 1.,fear
2001,They used to laugh at her coz she couldn't afford a junky now they stare in awe while she is winning.,fear
